date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:21:43	16876/16876	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202016%2019:21:43%20GMT	http://icbp.nci.nih.gov/education-and-outreach/2014_ICBP_Centers_brochure_12.12_2.docx/view	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/education-and-outreach/2014_ICBP_Centers_brochure_12.12_2.docx/view.html	(from http://icbp.nci.nih.gov/sitemap)
15:21:44	13694/13694	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202016%2019:21:43%20GMT	http://icbp.nci.nih.gov/about/contact_us	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/about/contact_us.html	(from http://icbp.nci.nih.gov/about)
15:21:44	14037/14037	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202016%2019:21:43%20GMT	http://icbp.nci.nih.gov/about/about_abc/	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/about/about_abc/index.html	(from http://icbp.nci.nih.gov/about)
15:21:45	20775/20775	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202016%2019:21:44%20GMT	http://icbp.nci.nih.gov/icbp-centers/index_html/	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/icbp-centers/index_html/index.html	(from http://icbp.nci.nih.gov/icbp-centers)
15:21:45	427/427	---M--	200	added ('OK')	text/css	date:Thu,%2029%20Sep%202016%2019:21:44%20GMT	http://icbp.nci.nih.gov/icbp-centers/index_html/++resource++collective.portletpage.css	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/icbp-centers/index_html/++resource++collective.portletpage.css	(from http://icbp.nci.nih.gov/icbp-centers)
15:21:45	13960/13960	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202016%2019:21:45%20GMT	http://icbp.nci.nih.gov/resources/resources/	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/resources/resources/index.html	(from http://icbp.nci.nih.gov/resources)
15:21:46	15308/15308	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202016%2019:21:46%20GMT	http://icbp.nci.nih.gov/resources/education-and-outreach	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/resources/education-and-outreach.html	(from http://icbp.nci.nih.gov/resources)
15:21:47	1772/1772	---M--	200	added ('OK')	application/javascript	date:Thu,%2029%20Sep%202016%2019:21:46%20GMT	http://icbp.nci.nih.gov/icbp-news/rotatingbanner/fade.js	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/icbp-news/rotatingbanner/fade.js	(from http://icbp.nci.nih.gov/icbp-news)
15:21:47	21209/21209	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202016%2019:21:47%20GMT	http://icbp.nci.nih.gov/icbp-news/	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/icbp-news/index.html	(from http://icbp.nci.nih.gov/icbp-news)
15:21:47	2190/2190	---M--	200	added ('OK')	application/javascript	date:Thu,%2029%20Sep%202016%2019:21:47%20GMT	http://icbp.nci.nih.gov/icbp-news/rotatingbanner/homebanner.js	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/icbp-news/rotatingbanner/homebanner.js	(from http://icbp.nci.nih.gov/icbp-news)
15:21:48	1053/1053	---M--	200	added ('OK')	image/png	date:Thu,%2029%20Sep%202016%2019:21:47%20GMT	http://icbp.nci.nih.gov/icbp-news/rotatingbanner/home-banner-more.png	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/icbp-news/rotatingbanner/home-banner-more.png	(from http://icbp.nci.nih.gov/icbp-news)
15:21:48	20764/20764	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202016%2019:21:48%20GMT	http://icbp.nci.nih.gov/icbp-news/icbp-centers	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/icbp-news/icbp-centers.html	(from http://icbp.nci.nih.gov/icbp-news)
15:21:49	13345/13345	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202016%2019:21:48%20GMT	http://icbp.nci.nih.gov/icbp-news/resources/data-portal	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/icbp-news/resources/data-portal.html	(from http://icbp.nci.nih.gov/icbp-news)
15:21:49	408/408	---M--	200	added ('OK')	image/png	date:Thu,%2029%20Sep%202016%2019:21:49%20GMT	http://icbp.nci.nih.gov/icbp-news/newsitem_icon.png	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/icbp-news/newsitem_icon.png	(from http://icbp.nci.nih.gov/icbp-news)
15:21:50	15335/15335	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202016%2019:21:50%20GMT	http://icbp.nci.nih.gov/education-and-outreach/education_outreach/	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/education-and-outreach/education_outreach/index.html	(from http://icbp.nci.nih.gov/education-and-outreach)
15:21:51	20790/20790	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202016%2019:21:50%20GMT	http://icbp.nci.nih.gov/education-and-outreach/icbp-centers	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/education-and-outreach/icbp-centers.html	(from http://icbp.nci.nih.gov/education-and-outreach)
15:21:51	3445/3445	---M--	200	added ('OK')	text/css	date:Thu,%2029%20Sep%202016%2019:21:50%20GMT	http://icbp.nci.nih.gov/icbp-centers/includes/interactive_map.css	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/icbp-centers/includes/interactive_map.css	(from http://icbp.nci.nih.gov/icbp-centers/vanderbilt-university)
15:21:52	13120/13120	---M--	200	added ('OK')	image/jpeg	date:Thu,%2029%20Sep%202016%2019:21:49%20GMT	http://icbp.nci.nih.gov/icbp-news/columbia.jpg	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/icbp-news/columbia.jpg	(from http://icbp.nci.nih.gov/icbp-news)
15:21:52	965/965	---M--	200	added ('OK')	application/javascript	date:Thu,%2029%20Sep%202016%2019:21:52%20GMT	http://icbp.nci.nih.gov/icbp-centers/includes/interactive_map.js	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/icbp-centers/includes/interactive_map.js	(from http://icbp.nci.nih.gov/icbp-centers/vanderbilt-university)
15:21:52	13735/13735	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202016%2019:21:52%20GMT	http://icbp.nci.nih.gov/icbp-centers/vanderbilt-university/	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/icbp-centers/vanderbilt-university/index.html	(from http://icbp.nci.nih.gov/icbp-centers/vanderbilt-university)
15:21:54	3445/3445	---M--	200	added ('OK')	text/css	date:Thu,%2029%20Sep%202016%2019:21:52%20GMT	http://icbp.nci.nih.gov/resources/includes/interactive_map.css	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/resources/includes/interactive_map.css	(from http://icbp.nci.nih.gov/resources/data-portal)
15:21:54	8830/8830	---M--	200	added ('OK')	image/jpeg	date:Thu,%2029%20Sep%202016%2019:21:52%20GMT	http://icbp.nci.nih.gov/icbp-centers/center_investigators/vanderbilt.jpg	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/icbp-centers/center_investigators/vanderbilt.jpg	(from http://icbp.nci.nih.gov/icbp-centers/vanderbilt-university)
15:21:54	965/965	---M--	200	added ('OK')	application/javascript	date:Thu,%2029%20Sep%202016%2019:21:54%20GMT	http://icbp.nci.nih.gov/resources/includes/interactive_map.js	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/resources/includes/interactive_map.js	(from http://icbp.nci.nih.gov/resources/data-portal)
15:21:54	13334/13334	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202016%2019:21:54%20GMT	http://icbp.nci.nih.gov/resources/data-portal/	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/resources/data-portal/index.html	(from http://icbp.nci.nih.gov/resources/data-portal)
15:21:55	3445/3445	---M--	200	added ('OK')	text/css	date:Thu,%2029%20Sep%202016%2019:21:54%20GMT	http://icbp.nci.nih.gov/icbp-news/includes/interactive_map.css	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/icbp-news/includes/interactive_map.css	(from http://icbp.nci.nih.gov/icbp-news/columbia-university-creates-new-department-of-systems-biology-1)
15:21:55	965/965	---M--	200	added ('OK')	application/javascript	date:Thu,%2029%20Sep%202016%2019:21:55%20GMT	http://icbp.nci.nih.gov/icbp-news/includes/interactive_map.js	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/icbp-news/includes/interactive_map.js	(from http://icbp.nci.nih.gov/icbp-news/columbia-university-creates-new-department-of-systems-biology-1)
15:21:56	23027/23027	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202016%2019:21:55%20GMT	http://icbp.nci.nih.gov/icbp-news/columbia-university-creates-new-department-of-systems-biology-1/	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/icbp-news/columbia-university-creates-new-department-of-systems-biology-1/index.html	(from http://icbp.nci.nih.gov/icbp-news/columbia-university-creates-new-department-of-systems-biology-1)
15:21:56	14670/14670	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202016%2019:21:56%20GMT	http://icbp.nci.nih.gov/icbp-centers/stanford-university/	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/icbp-centers/stanford-university/index.html	(from http://icbp.nci.nih.gov/icbp-centers/stanford-university)
15:21:57	10142/10142	---M--	200	added ('OK')	image/jpeg	date:Thu,%2029%20Sep%202016%2019:21:55%20GMT	http://icbp.nci.nih.gov/icbp-centers/center_investigators/stanford.jpg	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/icbp-centers/center_investigators/stanford.jpg	(from http://icbp.nci.nih.gov/icbp-centers/stanford-university)
15:21:57	15028/15028	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202016%2019:21:57%20GMT	http://icbp.nci.nih.gov/icbp-centers/broad-institute/	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/icbp-centers/broad-institute/index.html	(from http://icbp.nci.nih.gov/icbp-centers/broad-institute)
15:21:58	14887/14887	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202016%2019:21:57%20GMT	http://icbp.nci.nih.gov/icbp-centers/massachusetts-institute-of-technology/	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/icbp-centers/massachusetts-institute-of-technology/index.html	(from http://icbp.nci.nih.gov/icbp-centers/massachusetts-institute-of-technology)
15:21:59	12162/12162	---M--	200	added ('OK')	image/jpeg	date:Thu,%2029%20Sep%202016%2019:21:56%20GMT	http://icbp.nci.nih.gov/icbp-centers/center_investigators/broad.jpg	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/icbp-centers/center_investigators/broad.jpg	(from http://icbp.nci.nih.gov/icbp-centers/broad-institute)
15:21:59	94017/94017	---M--	200	added ('OK')	application/javascript	date:Thu,%2029%20Sep%202016%2019:21:47%20GMT	http://icbp.nci.nih.gov/icbp-news/rotatingbanner/jquery.js	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/icbp-news/rotatingbanner/jquery.js	(from http://icbp.nci.nih.gov/icbp-news)
15:22:00	14735/14735	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202016%2019:22:00%20GMT	http://icbp.nci.nih.gov/icbp-centers/st.-elizabeth2019s-medical-center-tufts-university-school-of-medicine/	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/icbp-centers/st.-elizabeth2019s-medical-center-tufts-university-school-of-medicine/index.html	(from http://icbp.nci.nih.gov/icbp-centers/st.-elizabeth2019s-medical-center-tufts-university-school-of-medicine)
15:22:00	11362/11362	---M--	200	added ('OK')	image/jpeg	date:Thu,%2029%20Sep%202016%2019:21:57%20GMT	http://icbp.nci.nih.gov/icbp-centers/center_investigators/mit.jpg	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/icbp-centers/center_investigators/mit.jpg	(from http://icbp.nci.nih.gov/icbp-centers/massachusetts-institute-of-technology)
15:22:01	14789/14789	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202016%2019:22:00%20GMT	http://icbp.nci.nih.gov/icbp-centers/columbia-university/	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/icbp-centers/columbia-university/index.html	(from http://icbp.nci.nih.gov/icbp-centers/columbia-university)
15:22:01	13279/13279	---M--	200	added ('OK')	image/jpeg	date:Thu,%2029%20Sep%202016%2019:21:58%20GMT	http://icbp.nci.nih.gov/icbp-centers/center_investigators/elizabeth.jpg	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/icbp-centers/center_investigators/elizabeth.jpg	(from http://icbp.nci.nih.gov/icbp-centers/st.-elizabeth2019s-medical-center-tufts-university-school-of-medicine)
15:22:02	15468/15468	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202016%2019:22:01%20GMT	http://icbp.nci.nih.gov/icbp-centers/memorial-sloan-kettering-cancer-center/	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/icbp-centers/memorial-sloan-kettering-cancer-center/index.html	(from http://icbp.nci.nih.gov/icbp-centers/memorial-sloan-kettering-cancer-center)
15:22:03	13186/13186	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202016%2019:22:02%20GMT	http://icbp.nci.nih.gov/icbp-centers/oregon-health-and-science-university/	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/icbp-centers/oregon-health-and-science-university/index.html	(from http://icbp.nci.nih.gov/icbp-centers/oregon-health-and-science-university)
15:22:03	12173/12173	---M--	200	added ('OK')	image/jpeg	date:Thu,%2029%20Sep%202016%2019:22:00%20GMT	http://icbp.nci.nih.gov/icbp-centers/center_investigators/columbia.jpg	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/icbp-centers/center_investigators/columbia.jpg	(from http://icbp.nci.nih.gov/icbp-centers/columbia-university)
15:22:03	11340/11340	---M--	200	added ('OK')	image/jpeg	date:Thu,%2029%20Sep%202016%2019:22:00%20GMT	http://icbp.nci.nih.gov/icbp-centers/center_investigators/memorial.jpg	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/icbp-centers/center_investigators/memorial.jpg	(from http://icbp.nci.nih.gov/icbp-centers/memorial-sloan-kettering-cancer-center)
15:22:03	14855/14855	---M--	200	added ('OK')	image/jpeg	date:Thu,%2029%20Sep%202016%2019:22:02%20GMT	http://icbp.nci.nih.gov/icbp-centers/center_investigators/oregon.jpg	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/icbp-centers/center_investigators/oregon.jpg	(from http://icbp.nci.nih.gov/icbp-centers/oregon-health-and-science-university)
15:22:04	13299/13299	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202016%2019:22:03%20GMT	http://icbp.nci.nih.gov/icbp-centers/the-methodist-hospital-research-institute/	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/icbp-centers/the-methodist-hospital-research-institute/index.html	(from http://icbp.nci.nih.gov/icbp-centers/the-methodist-hospital-research-institute)
15:22:04	13719/13719	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202016%2019:22:04%20GMT	http://icbp.nci.nih.gov/icbp-centers/university-of-texas-health-science-center/	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/icbp-centers/university-of-texas-health-science-center/index.html	(from http://icbp.nci.nih.gov/icbp-centers/university-of-texas-health-science-center)
15:22:05	13528/13528	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202016%2019:22:04%20GMT	http://icbp.nci.nih.gov/icbp-centers/sage-bionetworks/	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/icbp-centers/sage-bionetworks/index.html	(from http://icbp.nci.nih.gov/icbp-centers/sage-bionetworks)
15:22:05	10350/10350	---M--	200	added ('OK')	image/jpeg	date:Thu,%2029%20Sep%202016%2019:22:03%20GMT	http://icbp.nci.nih.gov/icbp-centers/center_investigators/methodist.jpg	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/icbp-centers/center_investigators/methodist.jpg	(from http://icbp.nci.nih.gov/icbp-centers/the-methodist-hospital-research-institute)
15:22:06	15764/15764	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202016%2019:22:06%20GMT	http://icbp.nci.nih.gov/icbp-centers/georgetown-university/	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/icbp-centers/georgetown-university/index.html	(from http://icbp.nci.nih.gov/icbp-centers/georgetown-university)
15:22:06	3445/3445	---M--	200	added ('OK')	text/css	date:Thu,%2029%20Sep%202016%2019:22:06%20GMT	http://icbp.nci.nih.gov/icbp-news/news-and-announcements/includes/interactive_map.css	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/icbp-news/news-and-announcements/includes/interactive_map.css	(from http://icbp.nci.nih.gov/icbp-news/news-and-announcements/paper-highlight-addressing-genetic-tumor-heterogeneity-through-computationally-predictive-combination-therapy)
15:22:07	965/965	---M--	200	added ('OK')	application/javascript	date:Thu,%2029%20Sep%202016%2019:22:07%20GMT	http://icbp.nci.nih.gov/icbp-news/news-and-announcements/includes/interactive_map.js	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/icbp-news/news-and-announcements/includes/interactive_map.js	(from http://icbp.nci.nih.gov/icbp-news/news-and-announcements/paper-highlight-addressing-genetic-tumor-heterogeneity-through-computationally-predictive-combination-therapy)
15:22:07	14363/14363	---M--	200	added ('OK')	image/jpeg	date:Thu,%2029%20Sep%202016%2019:22:03%20GMT	http://icbp.nci.nih.gov/icbp-centers/center_investigators/texas.jpg	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/icbp-centers/center_investigators/texas.jpg	(from http://icbp.nci.nih.gov/icbp-centers/university-of-texas-health-science-center)
15:22:07	1772/1772	---M--	200	added ('OK')	application/javascript	date:Thu,%2029%20Sep%202016%2019:22:07%20GMT	http://icbp.nci.nih.gov/icbp-news/news-and-announcements/rotatingbanner/fade.js	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/icbp-news/news-and-announcements/rotatingbanner/fade.js	(from http://icbp.nci.nih.gov/icbp-news/news-and-announcements/paper-highlight-addressing-genetic-tumor-heterogeneity-through-computationally-predictive-combination-therapy)
15:22:08	13519/13519	---M--	200	added ('OK')	image/jpeg	date:Thu,%2029%20Sep%202016%2019:22:04%20GMT	http://icbp.nci.nih.gov/icbp-centers/center_investigators/sage.jpg	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/icbp-centers/center_investigators/sage.jpg	(from http://icbp.nci.nih.gov/icbp-centers/sage-bionetworks)
15:22:08	2190/2190	---M--	200	added ('OK')	application/javascript	date:Thu,%2029%20Sep%202016%2019:22:07%20GMT	http://icbp.nci.nih.gov/icbp-news/news-and-announcements/rotatingbanner/homebanner.js	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/icbp-news/news-and-announcements/rotatingbanner/homebanner.js	(from http://icbp.nci.nih.gov/icbp-news/news-and-announcements/paper-highlight-addressing-genetic-tumor-heterogeneity-through-computationally-predictive-combination-therapy)
15:22:08	13392/13392	---M--	200	added ('OK')	image/jpeg	date:Thu,%2029%20Sep%202016%2019:22:05%20GMT	http://icbp.nci.nih.gov/icbp-centers/center_investigators/georgetown.jpg	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/icbp-centers/center_investigators/georgetown.jpg	(from http://icbp.nci.nih.gov/icbp-centers/georgetown-university)
15:22:08	1053/1053	---M--	200	added ('OK')	image/png	date:Thu,%2029%20Sep%202016%2019:22:08%20GMT	http://icbp.nci.nih.gov/icbp-news/news-and-announcements/rotatingbanner/home-banner-more.png	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/icbp-news/news-and-announcements/rotatingbanner/home-banner-more.png	(from http://icbp.nci.nih.gov/icbp-news/news-and-announcements/paper-highlight-addressing-genetic-tumor-heterogeneity-through-computationally-predictive-combination-therapy)
15:22:08	21886/21886	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202016%2019:22:08%20GMT	http://icbp.nci.nih.gov/icbp-news/news-and-announcements/paper-highlight-addressing-genetic-tumor-heterogeneity-through-computationally-predictive-combination-therapy/	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/icbp-news/news-and-announcements/paper-highlight-addressing-genetic-tumor-heterogeneity-through-computationally-predictive-combination-therapy/index.html	(from http://icbp.nci.nih.gov/icbp-news/news-and-announcements/paper-highlight-addressing-genetic-tumor-heterogeneity-through-computationally-predictive-combination-therapy)
15:22:09	20810/20810	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202016%2019:22:08%20GMT	http://icbp.nci.nih.gov/icbp-news/news-and-announcements/icbp-centers	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/icbp-news/news-and-announcements/icbp-centers.html	(from http://icbp.nci.nih.gov/icbp-news/news-and-announcements/paper-highlight-addressing-genetic-tumor-heterogeneity-through-computationally-predictive-combination-therapy)
15:22:10	13391/13391	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202016%2019:22:08%20GMT	http://icbp.nci.nih.gov/icbp-news/news-and-announcements/resources/data-portal	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/icbp-news/news-and-announcements/resources/data-portal.html	(from http://icbp.nci.nih.gov/icbp-news/news-and-announcements/paper-highlight-addressing-genetic-tumor-heterogeneity-through-computationally-predictive-combination-therapy)
15:22:11	22049/22049	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202016%2019:22:11%20GMT	http://icbp.nci.nih.gov/icbp-news/news-and-announcements/paper-highlight-2/	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/icbp-news/news-and-announcements/paper-highlight-2/index.html	(from http://icbp.nci.nih.gov/icbp-news/news-and-announcements/paper-highlight-2)
15:22:11	13691/13691	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202016%2019:22:11%20GMT	http://icbp.nci.nih.gov/contact_us/	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/contact_us/index.html	(from http://icbp.nci.nih.gov/contact_us)
15:22:12	13120/13120	---M--	200	added ('OK')	image/jpeg	date:Thu,%2029%20Sep%202016%2019:22:10%20GMT	http://icbp.nci.nih.gov/icbp-news/news-and-announcements/columbia.jpg	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/icbp-news/news-and-announcements/columbia.jpg	(from http://icbp.nci.nih.gov/icbp-news/news-and-announcements/paper-highlight-addressing-genetic-tumor-heterogeneity-through-computationally-predictive-combination-therapy)
15:22:13	3445/3445	---M--	200	added ('OK')	text/css	date:Thu,%2029%20Sep%202016%2019:22:13%20GMT	http://icbp.nci.nih.gov/about/cs.jpg/includes/interactive_map.css	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/about/cs.jpg/includes/interactive_map.css	(from http://icbp.nci.nih.gov/about/cs.jpg/view)
15:22:13	965/965	---M--	200	added ('OK')	application/javascript	date:Thu,%2029%20Sep%202016%2019:22:13%20GMT	http://icbp.nci.nih.gov/about/cs.jpg/includes/interactive_map.js	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/about/cs.jpg/includes/interactive_map.js	(from http://icbp.nci.nih.gov/about/cs.jpg/view)
15:22:14	1006/1006	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202016%2019:22:13%20GMT	http://icbp.nci.nih.gov/about/cs.jpg/image_view_fullscreen	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/about/cs.jpg/image_view_fullscreen.html	(from http://icbp.nci.nih.gov/about/cs.jpg/view)
15:22:14	5012/5012	---M--	200	added ('OK')	image/jpeg	date:Thu,%2029%20Sep%202016%2019:22:14%20GMT	http://icbp.nci.nih.gov/about/cs.jpg/image_preview	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/about/cs.jpg/image_preview.jpg	(from http://icbp.nci.nih.gov/about/cs.jpg/view)
15:22:14	223/223	---M--	200	added ('OK')	image/png	date:Thu,%2029%20Sep%202016%2019:22:14%20GMT	http://icbp.nci.nih.gov/search_icon.png	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/search_icon.png	(from http://icbp.nci.nih.gov/about/cs.jpg/view)
15:22:14	3445/3445	---M--	200	added ('OK')	text/css	date:Thu,%2029%20Sep%202016%2019:22:14%20GMT	http://icbp.nci.nih.gov/about/dg.jpg/includes/interactive_map.css	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/about/dg.jpg/includes/interactive_map.css	(from http://icbp.nci.nih.gov/about/dg.jpg/view)
15:22:15	5589/5589	---M--	200	added ('OK')	image/jpeg	date:Thu,%2029%20Sep%202016%2019:22:14%20GMT	http://icbp.nci.nih.gov/about/cs.jpg/	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/about/cs.jpg/index.html	(from http://icbp.nci.nih.gov/about/cs.jpg/view)
15:22:15	965/965	---M--	200	added ('OK')	application/javascript	date:Thu,%2029%20Sep%202016%2019:22:15%20GMT	http://icbp.nci.nih.gov/about/dg.jpg/includes/interactive_map.js	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/about/dg.jpg/includes/interactive_map.js	(from http://icbp.nci.nih.gov/about/dg.jpg/view)
15:22:15	1006/1006	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202016%2019:22:15%20GMT	http://icbp.nci.nih.gov/about/dg.jpg/image_view_fullscreen	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/about/dg.jpg/image_view_fullscreen.html	(from http://icbp.nci.nih.gov/about/dg.jpg/view)
15:22:16	3803/3803	---M--	200	added ('OK')	image/jpeg	date:Thu,%2029%20Sep%202016%2019:22:15%20GMT	http://icbp.nci.nih.gov/about/dg.jpg/image_preview	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/about/dg.jpg/image_preview.jpg	(from http://icbp.nci.nih.gov/about/dg.jpg/view)
15:22:16	3445/3445	---M--	200	added ('OK')	text/css	date:Thu,%2029%20Sep%202016%2019:22:16%20GMT	http://icbp.nci.nih.gov/about/eb.jpg/includes/interactive_map.css	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/about/eb.jpg/includes/interactive_map.css	(from http://icbp.nci.nih.gov/about/eb.jpg/view)
15:22:16	4208/4208	---M--	200	added ('OK')	image/jpeg	date:Thu,%2029%20Sep%202016%2019:22:15%20GMT	http://icbp.nci.nih.gov/about/dg.jpg/	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/about/dg.jpg/index.html	(from http://icbp.nci.nih.gov/about/dg.jpg/view)
15:22:16	965/965	---M--	200	added ('OK')	application/javascript	date:Thu,%2029%20Sep%202016%2019:22:16%20GMT	http://icbp.nci.nih.gov/about/eb.jpg/includes/interactive_map.js	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/about/eb.jpg/includes/interactive_map.js	(from http://icbp.nci.nih.gov/about/eb.jpg/view)
15:22:16	1006/1006	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202016%2019:22:16%20GMT	http://icbp.nci.nih.gov/about/eb.jpg/image_view_fullscreen	C:/site_migration/icbp_site2/ICBP2/icbp.nci.nih.gov/about/eb.jpg/image_view_fullscreen.html	(from http://icbp.nci.nih.gov/about/eb.jpg/view)
